Designators,Casing,Section,Subsection,Category,Manufacturer,Part_Number,Description,number_elements,unit,Quantity_per_element,Has_datasheet_info,L_mm,W_mm,H_mm,Volume_cm3_excel,Density_min_g_cm3,Density_max_g_cm3,Metal_extra_g,mass_space_relation_m2/kg,Database,Ecoinvent_flow,Ecoinvent_unit,Direction,Comments,Subsystem
L9,,Passives,Inductors,,WURTH ELEKTRONIK,7447798221,1,2,kg,0.002,YES,,,,,,,,,EcoInvent,"inductor production, ring core choke type",kg,Input,The ecoinvent model is of a 6.3 g so is closer than the other model. https://www.mouser.mx/ProductDetail/Wurth-Elektronik/7447797180?qs=J4sk5G6CMwZAcdfQztcYmw%3D%3D,digital_control
"L10, L12, L18, L19",0805,Passives,Inductors,Ferrite Bead,WURTH,742792040,SMD EMI Suppression Chip Ferrite Bead (WE-CBF Series),4,kg,,NO,2.0,1.25,0.8,,4.5,5.5,,0,EcoInvent,"inductor production, low value multilayer chip",kg,Input,MASS FROM CASING,digital_control
"L11, L20, L21",0805,Passives,Inductors,Ferrite Bead,WURTH,742792031,SMD EMI Suppression Chip Ferrite Bead (WE-CBF Series),3,kg,,NO,2.0,1.25,0.8,,4.5,5.5,,0,EcoInvent,"inductor production, low value multilayer chip",kg,Input,MASS FROM CASING,digital_control
"LD1, LD2, LD3, LD4",,Discrete Semiconductors,Optoelectronics,LED,BROADCOM,HSMF-A203-A00J1,Bicolor Red/Emerald Green Surface Mount LED,4,kg,0.000060,YES,,,,,,,,,EcoInvent,light emitting diode production,kg,Input,https://www.mouser.mx/ProductDetail/Broadcom-Avago/HSMF-A203-A00J1?qs=YDL0qNrpDT4d43ReqF2t1Q%3D%3D,digital_control
"LD5, LD6, LD7, LD8, LD9, LD10, LD11, LD12",0603,Discrete Semiconductors,Optoelectronics,LED,LITEON,LTST-C193KGKT-5A,"Extra Thin SMD Chip LED, Ultra Bright AlInGaP Green, Lens Water Clear",8,kg,,NO,1.6,0.8,0.8,,4.5,5.5,,,EcoInvent,light emitting diode production,kg,Input,mass from casing,digital_control
LP5,,Hardware,Mounting Hardware,,BIVAR,RLP4-200-500,"2-Way in One Rows, Right Angle 2.8mm Diameter LED Light Pipe",1,kg,0.00129,YES,,,,,,,,,EcoInvent,market for polycarbonate + injection moulding,kg,Input,plastic part. mass in: https://www.mouser.mx/ProductDetail/Bivar/RLP4-200-500?qs=DTo5u7NUXXGTGKnPVKmOcQ%3D%3D,digital_control
"PB1, PB2, PB3",,Electromechanical,Switches,,OMRON,B3U-1100P,"3x2.5mm Ultra-Small Tactile SPST Pushbutton Switch (with Ground Terminal),Contact Rating 50mA 12VDC, B3U Series",3,kg,0.000022,YES,,,,,,,,,EcoInvent,"electronic component, passive, unspecified",kg,Input,mass: https://www.mouser.mx/ProductDetail/Omron-Electronics/B3U-1100P?qs=q8ECNkb1%2FvMiNWwbhMFu4g%3D%3D,digital_control
Q1,,Passives,Crystals,Quartz,TXC,7M-12.000MAAJ-T,"±30ppm 18pF -20°C to +70°C  4 Pins, 3.2x2.5X0.8mm, SMD Sealing Crystal, 7M Series",1,kg,0.000016,YES,,,,,,,,,EcoInvent,"electronic component, passive, unspecified",kg,Input,Mass from volume (0.0064 cm³) × quartz/ceramic density (2.5 g/cm³) + metal_extra 0.001 = 0.017 g.,digital_control
"R1, R2, R40, R41, R42, R43, R44, R45, R119, R120, R121, R122, R123, R124, R125, R126, R216, R217, R218, R219, R220, R221, R222, R223",0402,Passives,Resistors,Thick Film,GENERIC,R0402_56R_1%_0.0625W_100PPM,"General Purpose Thick Film Chip Resistor, 56Ω, 1%, 0.0625W",24,kg,,NO,1.0,0.5,0.35,,3,4,0.0002,0,EcoInvent,"resistor production, surface-mounted",kg,Input,Mass from volume (0.000175 cm³) × 3.5 g/cm³ + metal_extra 0.0002 = 0.0008125 g. Generic 0402 resistor.,digital_control
"R3, R4, R5, R6, R7, R8, R11, R12, R13, R14, R35_CONTACT_OUT_0, R35_CONTACT_OUT_1, R35_CONTACT_OUT_2, R35_CONTACT_OUT_3, R35_CONTACT_OUT_4, R35_CONTACT_OUT_5, R48, R49, R51, R68, R71_DIG_IND_IN_1, R71_DIG_IND_IN_2, R71_DIG_IND_IN_3, R71_DIG_IND_IN_4, R71_DIG_IND_IN_5, R71_DIG_IND_IN_6, R71_DIG_IND_IN_7, R71_DIG_IND_IN_8, R71_DIG_IND_IN_9, R71_DIG_IND_IN_10, R71_DIG_IND_IN_11, R71_DIG_IND_IN_12, R71_DIG_IND_IN_13, R71_DIG_IND_IN_14, R73_DIG_IND_IN_1, R73_DIG_IND_IN_2, R73_DIG_IND_IN_3, R73_DIG_IND_IN_4, R73_DIG_IND_IN_5, R73_DIG_IND_IN_6, R73_DIG_IND_IN_7, R73_DIG_IND_IN_8, R73_DIG_IND_IN_9, R73_DIG_IND_IN_10, R73_DIG_IND_IN_11, R73_DIG_IND_IN_12, R73_DIG_IND_IN_13, R73_DIG_IND_IN_14, R74_DIG_IND_IN_1, R74_DIG_IND_IN_2, R74_DIG_IND_IN_3, R74_DIG_IND_IN_4, R74_DIG_IND_IN_5, R74_DIG_IND_IN_6, R74_DIG_IND_IN_7, R74_DIG_IND_IN_8, R74_DIG_IND_IN_9, R74_DIG_IND_IN_10, R74_DIG_IND_IN_11, R74_DIG_IND_IN_12, R74_DIG_IND_IN_13, R74_DIG_IND_IN_14, R152, R153, R154, R157, R158, R159, R160, R181, R184, R185, R187, R193, R194, R224_P24V_FUSE1, R224_P24V_FUSE2, R224_P24V_FUSE3, R224_P24V_FUSE4, R224_P24V_FUSE5, R224_P24V_FUSE6, R224_P24V_FUSE7, R224_P24V_FUSE8, R225",0402,Passives,Resistors,Thick Film,GENERIC,R0402_1K_1%_0.0625W_100PPM,General Purpose Thick Film Chip Resistor,84,kg,,NO,1.0,0.5,0.35,,3,4,0.0002,0,EcoInvent,"resistor production, surface-mounted",kg,Input,Same 0402 resistor mass.,digital_control
R9,0402,Passives,Resistors,Thick Film,GENERIC,R0402_12K_1%_0.0625W_100PPM,General Purpose Thick Film Chip Resistor,1,kg,,NO,1.0,0.5,0.35,,3,4,0.0002,0,EcoInvent,"resistor production, surface-mounted",kg,Input,0402.,digital_control
"R10, R15",0402,Passives,Resistors,Thick Film,GENERIC,R0402_2K2_1%_0.0625W_100PPM,General Purpose Thick Film Chip Resistor,2,kg,,NO,1.0,0.5,0.35,,3,4,0.0002,0,EcoInvent,"resistor production, surface-mounted",kg,Input,0402.,digital_control
"R16, R17, R18, R19, R20, R21, R22, R23, R24, R25, R26, R27, R28, R29, R30, R31, R133, R134, R135, R136, R137, R138, R139, R140, R141, R142, R143, R144, R145, R146, R147, R148, R149, R172, R177",0402,Passives,Resistors,Thick Film,GENERIC,R0402_4K7_1%_0.0625W_100PPM,General Purpose Thick Film Chip Resistor,35,kg,,NO,1.0,0.5,0.35,,3,4,0.0002,0,EcoInvent,"resistor production, surface-mounted",kg,Input,0402.,digital_control
"R32_DIG_FAST_IN_CCT_0, R32_DIG_FAST_IN_CCT_1, R32_DIG_FAST_IN_CCT_2, R32_DIG_FAST_IN_CCT_3, R32_DIG_FAST_IN_CCT_4, R32_DIG_FAST_IN_CCT_5, R32_DIG_FAST_IN_CCT_6, R32_DIG_FAST_IN_CCT_7, R32_DIG_FAST_IN_CCT_8, R32_DIG_FAST_IN_CCT_9, R32_DIG_FAST_IN_CCT_10, R32_DIG_FAST_IN_CCT_11, R32_DIG_FAST_IN_CCT_12, R32_DIG_FAST_IN_CCT_13",0402,Passives,Resistors,Thick Film,GENERIC,R0402_100R_1%_0.0625W_100PPM,General Purpose Thick Film Chip Resistor,14,kg,,NO,1.0,0.5,0.35,,3,4,0.0002,0,EcoInvent,"resistor production, surface-mounted",kg,Input,0402.,digital_control
"R33_CONTACT_OUT_0, R33_CONTACT_OUT_1, R33_CONTACT_OUT_2, R33_CONTACT_OUT_3, R33_CONTACT_OUT_4, R33_CONTACT_OUT_5",0402,Passives,Resistors,Thick Film,GENERIC,R0402_430R_1%_0.0625W_100PPM,General Purpose Thick Film Chip Resistor,6,kg,,NO,1.0,0.5,0.35,,3,4,0.0002,0,EcoInvent,"resistor production, surface-mounted",kg,Input,0402.,digital_control
"R34_CONTACT_OUT_0, R34_CONTACT_OUT_1, R34_CONTACT_OUT_2, R34_CONTACT_OUT_3, R34_CONTACT_OUT_4, R34_CONTACT_OUT_5",0805,Passives,Resistors,Thick Film,GENERIC,R0805_1R1_1%_0.125W_200PPM,General Purpose Thick Film Chip Resistor,6,kg,,NO,2.0,1.25,0.5,,3,4,0.001,0,EcoInvent,"resistor production, surface-mounted",kg,Input,0805 resistor; mass from volume (0.00125 cm³) × 3.5 + metal_extra 0.001 = 0.005375 g.,digital_control
"R36, R37, R200, R201, R202, R203, R204, R205, R206, R207, R208, R209, R210, R211, R212, R213, R214, R215",0402,Passives,Resistors,Thick Film,GENERIC,R0402_1K_1%_0.0625W_100PPM,General Purpose Thick Film Chip Resistor,18,kg,,NO,1.0,0.5,0.35,,3,4,0.0002,0,EcoInvent,"resistor production, surface-mounted",kg,Input,0402.,digital_control
"R38_DIG_FAST_IN_CCT_0, R38_DIG_FAST_IN_CCT_1, R38_DIG_FAST_IN_CCT_2, R38_DIG_FAST_IN_CCT_3, R38_DIG_FAST_IN_CCT_4, R38_DIG_FAST_IN_CCT_5, R38_DIG_FAST_IN_CCT_6, R38_DIG_FAST_IN_CCT_7, R38_DIG_FAST_IN_CCT_8, R38_DIG_FAST_IN_CCT_9, R38_DIG_FAST_IN_CCT_10, R38_DIG_FAST_IN_CCT_11, R38_DIG_FAST_IN_CCT_12, R38_DIG_FAST_IN_CCT_13",0402,Passives,Resistors,Thick Film,GENERIC,R0402_470R_1%_0.0625W_100PPM,General Purpose Thick Film Chip Resistor,14,kg,,NO,1.0,0.5,0.35,,3,4,0.0002,0,EcoInvent,"resistor production, surface-mounted",kg,Input,0402.,digital_control
"R39_DIG_FAST_IN_CCT_0, R39_DIG_FAST_IN_CCT_1, R39_DIG_FAST_IN_CCT_2, R39_DIG_FAST_IN_CCT_3, R39_DIG_FAST_IN_CCT_4, R39_DIG_FAST_IN_CCT_5, R39_DIG_FAST_IN_CCT_6, R39_DIG_FAST_IN_CCT_7, R39_DIG_FAST_IN_CCT_8, R39_DIG_FAST_IN_CCT_9, R39_DIG_FAST_IN_CCT_10, R39_DIG_FAST_IN_CCT_11, R39_DIG_FAST_IN_CCT_12, R39_DIG_FAST_IN_CCT_13",0402,Passives,Resistors,Thin Film,GENERIC,R0402_10K_0.1%_0.0625W_25PPM,Precision Surface Mount Resistor,14,kg,,NO,1.0,0.5,0.35,,3,4,0.0002,0,EcoInvent,"resistor production, surface-mounted",kg,Input,0402 thin film; mass same as thick film.,digital_control
"R46, R47, R190_P24V_FUSE1, R190_P24V_FUSE2, R190_P24V_FUSE3, R190_P24V_FUSE4, R190_P24V_FUSE5, R190_P24V_FUSE6, R190_P24V_FUSE7, R190_P24V_FUSE8",0402,Passives,Resistors,Thick Film,GENERIC,R0402_82K_1%_0.0625W_100PPM,General Purpose Thick Film Chip Resistor,10,kg,,NO,1.0,0.5,0.35,,3,4,0.0002,0,EcoInvent,"resistor production, surface-mounted",kg,Input,0402.,digital_control
R50,0402,Passives,Resistors,Thick Film,GENERIC,R0402_NO-VALUE,Reserved Footprint For a 0402 (1005) Chip Resistor,1,kg,,NO,1.0,0.5,0.35,,3,4,0.0002,0,EcoInvent,"resistor production, surface-mounted",kg,Input,Not populated; mass 0.,digital_control
R52,0402,Passives,Resistors,Thick Film,GENERIC,R0402_NO-VALUE,Reserved Footprint For a 0402 (1005) Chip Resistor,1,kg,,NO,1.0,0.5,0.35,,3,4,0.0002,0,EcoInvent,"resistor production, surface-mounted",kg,Input,Not populated.,digital_control
R53,0402,Passives,Resistors,Thick Film,GENERIC,R0402_NO-VALUE,Reserved Footprint For a 0402 (1005) Chip Resistor,1,kg,,NO,1.0,0.5,0.35,,3,4,0.0002,0,EcoInvent,"resistor production, surface-mounted",kg,Input,Not populated.,digital_control
R54,0402,Passives,Resistors,Thick Film,GENERIC,R0402_220K_1%_0.0625W_100PPM,General Purpose Thick Film Chip Resistor,1,kg,,NO,1.0,0.5,0.35,,3,4,0.0002,0,EcoInvent,"resistor production, surface-mounted",kg,Input,0402.,digital_control
R55,0402,Passives,Resistors,Thick Film,GENERIC,R0402_NO-VALUE,Reserved Footprint For a 0402 (1005) Chip Resistor,1,kg,,NO,1.0,0.5,0.35,,3,4,0.0002,0,EcoInvent,"resistor production, surface-mounted",kg,Input,Not populated.,digital_control
R56,0402,Passives,Resistors,Thick Film,GENERIC,R0402_NO-VALUE,Reserved Footprint For a 0402 (1005) Chip Resistor,1,kg,,NO,1.0,0.5,0.35,,3,4,0.0002,0,EcoInvent,"resistor production, surface-mounted",kg,Input,Not populated.,digital_control
R57,0402,Passives,Resistors,Thick Film,GENERIC,R0402_NO-VALUE,Reserved Footprint For a 0402 (1005) Chip Resistor,1,kg,,NO,1.0,0.5,0.35,,3,4,0.0002,0,EcoInvent,"resistor production, surface-mounted",kg,Input,Not populated.,digital_control
"R58, R59, R60, R61, R62, R63, R64, R65, R79, R80, R81, R82, R83, R84, R85, R86, R87, R88, R89, R90, R91, R92, R93, R94, R95, R96, R97, R98, R99, R100, R101, R102, R103, R104, R105, R106, R107, R108, R109, R110, R111, R112, R113, R114, R115, R116, R117, R118",0402,Passives,Resistors,Thick Film,GENERIC,R0402_10K_1%_0.0625W_100PPM,General Purpose Thick Film Chip Resistor,48,kg,,NO,1.0,0.5,0.35,,3,4,0.0002,0,EcoInvent,"resistor production, surface-mounted",kg,Input,0402.,digital_control
"R66_DIG_IND_IN_1, R66_DIG_IND_IN_2, R66_DIG_IND_IN_3, R66_DIG_IND_IN_4, R66_DIG_IND_IN_5, R66_DIG_IND_IN_6, R66_DIG_IND_IN_7, R66_DIG_IND_IN_8, R66_DIG_IND_IN_9, R66_DIG_IND_IN_10, R66_DIG_IND_IN_11, R66_DIG_IND_IN_12, R66_DIG_IND_IN_13, R66_DIG_IND_IN_14, R70_DIG_IND_IN_1, R70_DIG_IND_IN_2, R70_DIG_IND_IN_3, R70_DIG_IND_IN_4, R70_DIG_IND_IN_5, R70_DIG_IND_IN_6, R70_DIG_IND_IN_7, R70_DIG_IND_IN_8, R70_DIG_IND_IN_9, R70_DIG_IND_IN_10, R70_DIG_IND_IN_11, R70_DIG_IND_IN_12, R70_DIG_IND_IN_13, R70_DIG_IND_IN_14, R75_DIG_IND_IN_1, R75_DIG_IND_IN_2, R75_DIG_IND_IN_3, R75_DIG_IND_IN_4, R75_DIG_IND_IN_5, R75_DIG_IND_IN_6, R75_DIG_IND_IN_7, R75_DIG_IND_IN_8, R75_DIG_IND_IN_9, R75_DIG_IND_IN_10, R75_DIG_IND_IN_11, R75_DIG_IND_IN_12, R75_DIG_IND_IN_13, R75_DIG_IND_IN_14, R77_DIG_IND_IN_1, R77_DIG_IND_IN_2, R77_DIG_IND_IN_3, R77_DIG_IND_IN_4, R77_DIG_IND_IN_5, R77_DIG_IND_IN_6, R77_DIG_IND_IN_7, R77_DIG_IND_IN_8, R77_DIG_IND_IN_9, R77_DIG_IND_IN_10, R77_DIG_IND_IN_11, R77_DIG_IND_IN_12, R77_DIG_IND_IN_13, R77_DIG_IND_IN_14, R199_DIG_IND_IN_1, R199_DIG_IND_IN_2, R199_DIG_IND_IN_3, R199_DIG_IND_IN_4, R199_DIG_IND_IN_5, R199_DIG_IND_IN_6, R199_DIG_IND_IN_7, R199_DIG_IND_IN_8, R199_DIG_IND_IN_9, R199_DIG_IND_IN_10, R199_DIG_IND_IN_11, R199_DIG_IND_IN_12, R199_DIG_IND_IN_13, R199_DIG_IND_IN_14",MELF,Passives,Resistors,Thin Film,GENERIC,RMELF_2K2_1%_0.2W_50PPM,"Thin Film Mini-MELF Resistors, 2.2kΩ, 1%, 0.2W",70,kg,,NO,,,,0.00554,3,4,,0,EcoInvent,"resistor production, surface-mounted",kg,Input,MELF (Mini-MELF) cylindrical package; mass from volume (cylinder: π×0.8²×3.6 mm³ = 7.24 mm³ = 0.00724 cm³) × 3.5 g/cm³ + metal_extra 0.002 = 0.0273 g.,digital_control
"R67_DIG_IND_IN_1, R67_DIG_IND_IN_2, R67_DIG_IND_IN_3, R67_DIG_IND_IN_4, R67_DIG_IND_IN_5, R67_DIG_IND_IN_6, R67_DIG_IND_IN_7, R67_DIG_IND_IN_8, R67_DIG_IND_IN_9, R67_DIG_IND_IN_10, R67_DIG_IND_IN_11, R67_DIG_IND_IN_12, R67_DIG_IND_IN_13, R67_DIG_IND_IN_14, R69_DIG_IND_IN_1, R69_DIG_IND_IN_2, R69_DIG_IND_IN_3, R69_DIG_IND_IN_4, R69_DIG_IND_IN_5, R69_DIG_IND_IN_6, R69_DIG_IND_IN_7, R69_DIG_IND_IN_8, R69_DIG_IND_IN_9, R69_DIG_IND_IN_10, R69_DIG_IND_IN_11, R69_DIG_IND_IN_12, R69_DIG_IND_IN_13, R69_DIG_IND_IN_14, R72_DIG_IND_IN_1, R72_DIG_IND_IN_2, R72_DIG_IND_IN_3, R72_DIG_IND_IN_4, R72_DIG_IND_IN_5, R72_DIG_IND_IN_6, R72_DIG_IND_IN_7, R72_DIG_IND_IN_8, R72_DIG_IND_IN_9, R72_DIG_IND_IN_10, R72_DIG_IND_IN_11, R72_DIG_IND_IN_12, R72_DIG_IND_IN_13, R72_DIG_IND_IN_14, R76_DIG_IND_IN_1, R76_DIG_IND_IN_2, R76_DIG_IND_IN_3, R76_DIG_IND_IN_4, R76_DIG_IND_IN_5, R76_DIG_IND_IN_6, R76_DIG_IND_IN_7, R76_DIG_IND_IN_8, R76_DIG_IND_IN_9, R76_DIG_IND_IN_10, R76_DIG_IND_IN_11, R76_DIG_IND_IN_12, R76_DIG_IND_IN_13, R76_DIG_IND_IN_14",0805,Passives,Resistors,Thin Film,GENERIC,R0805_10K_0.1%_0.125W_25PPM,Thin Film Chip Resistor,56,kg,,NO,2.0,1.25,0.5,,3,4,0.001,0,EcoInvent,"resistor production, surface-mounted",kg,Input,0805 thin film; same mass as 0805 thick film.,digital_control
"R78_DIG_IND_IN_1, R78_DIG_IND_IN_2, R78_DIG_IND_IN_3, R78_DIG_IND_IN_4, R78_DIG_IND_IN_5, R78_DIG_IND_IN_6, R78_DIG_IND_IN_7, R78_DIG_IND_IN_8, R78_DIG_IND_IN_9, R78_DIG_IND_IN_10, R78_DIG_IND_IN_11, R78_DIG_IND_IN_12, R78_DIG_IND_IN_13, R78_DIG_IND_IN_14",0402,Passives,Resistors,Thin Film,GENERIC,R0402_5K1_0.1%_0.0625W_25PPM,Thin Film Chip Resistor,14,kg,,NO,1.0,0.5,0.35,,3,4,0.0002,0,EcoInvent,"resistor production, surface-mounted",kg,Input,0402 thin film.,digital_control
R127,0402,Passives,Resistors,Thick Film,GENERIC,R0402_110K_1%_0.0625W_100PPM,General Purpose Thick Film Chip Resistor,1,kg,,NO,1.0,0.5,0.35,,3,4,0.0002,0,EcoInvent,"resistor production, surface-mounted",kg,Input,0402.,digital_control
R128,0402,Passives,Resistors,Thick Film,GENERIC,R0402_300K_1%_0.0625W_100PPM,General Purpose Thick Film Chip Resistor,1,kg,,NO,1.0,0.5,0.35,,3,4,0.0002,0,EcoInvent,"resistor production, surface-mounted",kg,Input,0402.,digital_control
R129,0402,Passives,Resistors,Thick Film,GENERIC,R0402_15K_1%_0.0625W_100PPM,General Purpose Thick Film Chip Resistor,1,kg,,NO,1.0,0.5,0.35,,3,4,0.0002,0,EcoInvent,"resistor production, surface-mounted",kg,Input,0402.,digital_control
R130,0402,Passives,Resistors,Thick Film,GENERIC,R0402_13K_1%_0.0625W_100PPM,General Purpose Thick Film Chip Resistor,1,kg,,NO,1.0,0.5,0.35,,3,4,0.0002,0,EcoInvent,"resistor production, surface-mounted",kg,Input,0402.,digital_control
R131,0402,Passives,Resistors,Thick Film,GENERIC,R0402_40K2_1%_0.0625W_100PPM,General Purpose Thick Film Chip Resistor,1,kg,,NO,1.0,0.5,0.35,,3,4,0.0002,0,EcoInvent,"resistor production, surface-mounted",kg,Input,0402.,digital_control
R132,0805,Passives,Resistors,Thick Film,GENERIC,R0805_1M_1%_0.125W_100PPM,General Purpose Thick Film Chip Resistor,1,kg,,NO,2,1.25,0.5,,3,4,0.0002,0,EcoInvent,"resistor production, surface-mounted",kg,Input,0805 resistor.,digital_control
R150,0402,Passives,Resistors,Thick Film,GENERIC,R0402_162K_1%_0.063W_100PPM,General Purpose Thick Film Chip Resistor,1,kg,,NO,1.0,0.5,0.35,,3,4,0.0002,0,EcoInvent,"resistor production, surface-mounted",kg,Input,0402.,digital_control
R151,0402,Passives,Resistors,Thick Film,GENERIC,R0402_13K3_1%_0.0625W_100PPM,General Purpose Thick Film Chip Resistor,1,kg,,NO,1.0,0.5,0.35,,3,4,0.0002,0,EcoInvent,"resistor production, surface-mounted",kg,Input,0402.,digital_control
"R155, R156",0402,Passives,Resistors,Thick Film,GENERIC,R0402_200K_1%_0.0625W_100PPM,General Purpose Thick Film Chip Resistor,2,kg,,NO,1.0,0.5,0.35,,3,4,0.0002,0,EcoInvent,"resistor production, surface-mounted",kg,Input,0402.,digital_control
"R161, R163, R165, R167, R168, R170, R171, R173, R174, R176",0402,Passives,Resistors,Thick Film,GENERIC,R0402_8R2_1%_0.0625W_200PPM,General Purpose Thick Film Chip Resistor,10,kg,,NO,1.0,0.5,0.35,,3,4,0.0002,0,EcoInvent,"resistor production, surface-mounted",kg,Input,0402.,digital_control
"R162, R166, R169",0805,Passives,Resistors,Thick Film,GENERIC,R0805_0R05_1%_0.25W_300PPM,Low Resistance Thick Film Chip Resistor,3,kg,,NO,2,1.25,0.5,,3,4,0.0002,0,EcoInvent,"resistor production, surface-mounted",kg,Input,0805 resistor.,digital_control
R164,0805,Passives,Resistors,Thick Film,GENERIC,R0805_1K_1%_0.125W_100PPM,General Purpose Thick Film Chip Resistor,1,kg,,NO,2,1.25,0.5,,3,4,0.0002,0,EcoInvent,"resistor production, surface-mounted",kg,Input,0805 resistor.,digital_control
"R175, R180",1206,Passives,Resistors,Current Sense,OHMITE,LVK20R002FER,"Four Terminal High Precision Current Sense, 0.002Ω, 1%, 0.75W",2,kg,,NO,3.2,1.6,0.55,,3,4,0.003,0,EcoInvent,"resistor production, surface-mounted",kg,Input,"1206 current sense resistor; same dimensions as standard 1206 resistor, mass ~0.012g.",digital_control
"R178_P24V_FUSE1, R178_P24V_FUSE2, R178_P24V_FUSE3, R178_P24V_FUSE4, R178_P24V_FUSE5, R178_P24V_FUSE6, R178_P24V_FUSE7, R178_P24V_FUSE8",0402,Passives,Resistors,Thick Film,GENERIC,R0402_620K_1%_0.0625W_100PPM,General Purpose Thick Film Chip Resistor,8,kg,,NO,1.0,0.5,0.35,,3,4,0.0002,0,EcoInvent,"resistor production, surface-mounted",kg,Input,0402.,digital_control
R179,0402,Passives,Resistors,Zero Ohm,GENERIC,R0402_0R_JUMPER,1A (0.05R Max DC Resistance) Zero Ohm Jumper,1,kg,,NO,1.0,0.5,0.35,,3,4,0.0002,0,EcoInvent,"resistor production, surface-mounted",kg,Input,0402 zero ohm jumper; mass same as 0402 resistor.,digital_control
"R182, R183, R195, R196",0402,Passives,Resistors,Thick Film,GENERIC,R0402_330R_1%_0.0625W_100PPM,General Purpose Thick Film Chip Resistor,4,kg,,NO,1.0,0.5,0.35,,3,4,0.0002,0,EcoInvent,"resistor production, surface-mounted",kg,Input,0402.,digital_control
R186,0402,Passives,Resistors,Thick Film,GENERIC,R0402_43K_1%_0.0625W_100PPM,General Purpose Thick Film Chip Resistor,1,kg,,NO,1.0,0.5,0.35,,3,4,0.0002,0,EcoInvent,"resistor production, surface-mounted",kg,Input,0402.,digital_control
"R188_P24V_FUSE1, R188_P24V_FUSE2, R188_P24V_FUSE3, R188_P24V_FUSE4, R188_P24V_FUSE5, R188_P24V_FUSE6, R188_P24V_FUSE7, R188_P24V_FUSE8",0402,Passives,Resistors,Thick Film,GENERIC,R0402_9K1_1%_0.0625W_100PPM,General Purpose Thick Film Chip Resistor,8,kg,,NO,1.0,0.5,0.35,,3,4,0.0002,0,EcoInvent,"resistor production, surface-mounted",kg,Input,0402.,digital_control
"R189_P24V_FUSE1, R189_P24V_FUSE2, R189_P24V_FUSE3, R189_P24V_FUSE4, R189_P24V_FUSE5, R189_P24V_FUSE6, R189_P24V_FUSE7, R189_P24V_FUSE8",0402,Passives,Resistors,Thick Film,GENERIC,R0402_30K_1%_0.0625W_100PPM,General Purpose Thick Film Chip Resistor,8,kg,,NO,1.0,0.5,0.35,,3,4,0.0002,0,EcoInvent,"resistor production, surface-mounted",kg,Input,0402.,digital_control
"R191, R192, R197, R198",0402,Passives,Resistors,Thick Film,GENERIC,R0402_22R_1%_0.0625W_100PPM,General Purpose Thick Film Chip Resistor,4,kg,,NO,1.0,0.5,0.35,,3,4,0.0002,0,EcoInvent,"resistor production, surface-mounted",kg,Input,0402.,digital_control
SW1,DIP,Electromechanical,Switches,DIP Switch,TE CONNECTIVITY,1571983-4,"4 Way SPST SMD DIP Switch, Latched, Contact Rating 0.025A 24VDC",1,kg,,NO,6.2,4.5,1.45,,1.2,1.3,0.05,0,EcoInvent,"electronic component, passive, unspecified",kg,Input,Passive too general but accepted,digital_control
"T1, T3",SOT23,Discrete Semiconductors,Small Signal,MOSFET,ONSEMI,BSS138LT1G,"50V, 200mA N-Channel Enhancement Mode Field-Effect Transistor",2,kg,,NO,2.9,1.3,1,,1.2,1.3,0.0035,,EcoInvent,"transistor production, surface-mounted",kg,Input,Mass from casing,digital_control
"T2_CONTACT_OUT_0, T2_CONTACT_OUT_1, T2_CONTACT_OUT_2, T2_CONTACT_OUT_3, T2_CONTACT_OUT_4, T2_CONTACT_OUT_5",SOT23,Discrete Semiconductors,Small Signal,MOSFET,NEXPERIA,NX138BKW,"60V, 210mA, N-Channel Trench MOSFET",6,kg,,NO,2.9,1.3,1,,1.2,1.3,0.0035,,EcoInvent,"transistor production, surface-mounted",kg,Input,Mass from casing,digital_control
SMD_PROCESS,,Assembly Processes,SMD,,,,Assambly SMD components in the PCB,1,m2,,YES,195,100,,,,,,,EcoInvent,"mounting, surface mount technology, Pb-free solder",m2,Input,,digital_control
THT_PROCESS,,Assembly Processes,THT,,,,Assambly THT components in the PCB,1,m2,,YES,195,100,,,,,,,EcoInvent,"mounting, through-hole technology, Pb-free solder",m2,Input,,digital_control
PCB,,PCB,,,Panel of 4 PCBs,EDA-05283-V1,Q Power Card [25A 100V] Printed Circuit Board (Bare),1,m2,,YES,34,110,,,,,,3.08,EcoInvent,"printed wiring board production, for through-hole mounting, Pb free surface",m2,Input,"Technological similarity: A power supply unit PCB is more representative of an inverter power card (2‑4 layers, power components) than a desktop mainboard (high‑density, many layers). Pb‑free consistency: The Pb‑free version aligns with the Pb‑free solder used elsewhere in the BOM (e.g., mounting process), avoiding methodological inconsistency and reflecting modern RoHS‑compliant practices.",fan_supervision_card
"C1, C10",,Passives,Capacitors,Electrolytic,VISHAY BCCOMPONENTS,MAL213668101E3,±20% 63V Low ESR 0R190 Aluminum Electrolytic Capacitor,2,kg,0.0019,YES,,,,,,,,,EcoInvent,"capacitor production, electrolyte type, < 2cm height",kg,Input,"Mass from datasheet, electrolytic and height specified",fan_supervision_card
C2 > C9,1206,Passives,Capacitors,Film,GENERIC,CC1206_100NF_50V_10%_X7R,,8,kg,,NO,3.2,1.6,1.7,,6,7,0,,EcoInvent,"capacitor production, for surface-mounting",kg,Input,SMD type capacitors and termination (SMT) – exactly what MLCCs are.,fan_supervision_card
